"nodeId","order","cost_ms"
task-130,1,30.0000
task-131,1,18.0000
task-132,1,43.0000
task-133,1,84.0000
task-134,1,33.0000
task-135,1,55.0000
task-136,1,38.0000
task-137,1,40.0000
task-138,1,37.0000
task-139,1,36.0000
task-140,1,64.0000
task-141,2,36.78220000
task-142,2,42.26494000
task-143,2,431.2240
task-144,2,504.8780
task-145,2,19.63000000
task-146,2,20.73000000
task-147,2,22.32000000
task-148,2,18.72000000
task-149,2,31.65000000
task-150,2,27.97000000
task-151,2,28.02000000
task-152,2,27.94000000
task-153,2,25.20000000
task-154,2,25.44000000
task-155,2,25.82000000
task-156,2,23.57000000
task-157,2,24.22000000
task-158,2,38.69000000
task-159,2,15.19000000
task-160,2,19.06000000
task-161,2,34.05000000
task-162,2,19.58000000
task-163,2,16.47000000
task-164,2,19.69000000
task-165,2,63.23000000
task-166,2,28.34000000
task-167,2,37.08000000
task-168,2,24.30000000
task-169,2,35.59000000
task-170,2,26.60000000
task-171,2,22.77000000
task-172,2,68.0000
task-173,2,129.0000
task-174,3,26.66680000
task-175,3,26.60010000
task-176,3,68.69000000
task-177,3,42.53000000
task-178,3,20.08000000
task-179,3,55.40000000
task-180,3,24.47000000
task-181,3,28.34000000
task-182,3,36.89000000
task-183,3,29.65000000
task-184,3,26.15000000
task-185,3,58.65000000
task-186,3,27.90000000
task-187,3,31.81000000
task-188,3,42.18000000
task-189,3,45.59000000
task-190,3,54.68000000
task-191,3,53.76000000
task-192,3,18.97000000
task-193,3,40.62000000
task-194,3,49.71000000
task-195,3,47.46000000
task-196,3,51.0000
task-197,3,80.0000
task-198,3,22.0000
task-199,3,76.0000
task-200,3,94.0000
task-201,3,74.0000
task-202,3,99.0000
task-203,3,138.0000
task-204,3,88.0000
task-205,3,135.0000
task-206,3,39.0000
task-207,4,29.82000000
task-208,4,18.17000000
task-209,4,18.72000000
task-210,4,21.23000000
task-211,4,17.98000000
task-212,4,18.42000000
task-213,4,17.43000000
task-214,4,12.87000000
task-215,4,18.36000000
task-216,4,18.04000000
task-217,4,16.25000000
task-218,4,13.14000000
task-219,4,18.72000000
task-220,4,16.08000000
task-221,4,18.27000000
task-222,4,15.55000000
task-223,4,16.23000000
task-224,4,19.07000000
task-225,4,21.72000000
task-226,4,15.73000000
task-227,4,12.61000000
task-228,4,18.11000000
task-229,4,18.83000000
task-230,4,24.09000000
task-231,4,15.28000000
task-232,4,18.17000000
task-233,4,17.93000000
task-234,4,18.34000000
task-235,4,19.02000000
task-236,4,17.82000000
task-237,4,23.07000000
task-238,4,35.52000000
task-239,4,17.67000000
task-240,4,14.75000000
task-241,4,15.88000000
task-242,4,18.26000000
task-243,4,67.0000
task-244,4,60.0000
task-245,4,74.0000
task-246,4,115.0000
task-247,4,40.0000
task-248,5,19.79000000
task-249,5,48.22000000
task-250,5,16.20000000
task-251,5,21.90000000
task-252,5,25.28000000
task-253,5,32.87000000
task-254,5,27.34000000
task-255,5,15.33000000
task-256,5,46.69000000
task-257,5,37.70000000
task-258,5,20.05000000
task-259,5,20.79000000
task-260,5,28.12000000
task-261,5,27.51000000
task-262,5,44.03000000
task-263,5,33.27000000
task-264,5,54.25000000
task-265,5,15.11000000
task-266,5,28.85000000
task-267,5,31.77000000
task-268,5,31.40000000
task-269,5,15.41000000
task-270,5,24.81000000
task-271,5,24.77000000
task-272,5,30.14000000
task-273,5,30.96000000
task-274,5,28.57000000
task-275,5,15.98000000
task-276,5,17.98000000
task-277,5,18.62000000
task-278,5,23.16000000
task-279,5,28.0000
task-280,5,16.0000
task-281,5,21.0000
task-282,5,28.0000
task-283,5,27.0000
task-284,6,18.89000000
task-285,6,14.74000000
task-286,6,19.58000000
task-287,6,26.70000000
task-288,6,18.76000000
task-289,6,19.15000000
task-290,6,31.38000000
task-291,6,21.55000000
task-292,6,16.42000000
task-293,6,18.94000000
task-294,6,63.33000000
task-295,6,21.79000000
task-296,6,47.22000000
task-297,6,14.31000000
task-298,6,17.09000000
task-299,6,18.79000000
task-300,6,15.83000000
task-301,6,14.26000000
task-302,6,13.53000000
task-303,6,15.58000000
task-304,6,39.48000000
task-305,6,21.04000000
task-306,6,29.63000000
task-307,6,41.0000
task-308,6,33.0000
task-309,6,36.0000
task-310,6,27.0000
task-311,6,28.0000
task-312,7,14.99000000
task-313,7,25.43000000
task-314,7,21.96000000
task-315,7,18.88000000
task-316,7,28.86000000
task-317,7,26.10000000
task-318,7,21.62000000
task-319,7,23.61000000
task-320,7,42.58000000
task-321,7,21.96000000
task-322,7,14.80000000
task-323,7,17.90000000
task-324,7,14.70000000
task-325,7,16.00000000
task-326,7,15.66000000
task-327,7,15.03000000
task-328,7,40.09000000
task-329,7,27.56000000
task-330,7,33.58000000
task-331,7,38.00000000
task-332,7,30.95000000
task-333,7,30.39000000
task-334,7,26.12000000
task-335,7,15.0000
task-336,7,26.0000
task-337,7,17.0000
task-338,7,33.0000
task-339,8,18.00000000
task-340,8,15.21000000
task-341,8,15.50000000
task-342,8,42.18000000
task-343,8,17.65000000
task-344,8,17.02000000
task-345,8,17.09000000
task-346,8,20.97000000
task-347,8,38.98000000
task-348,8,17.54000000
task-349,8,14.77000000
task-350,8,17.77000000
task-351,8,23.02000000
task-352,8,14.58000000
task-353,8,14.64000000
task-354,8,14.23000000
task-355,8,42.54000000
task-356,8,14.22000000
task-357,8,48.23000000
task-358,8,13.87000000
task-359,8,14.89000000
task-360,8,44.61000000
task-361,8,31.77000000
task-362,8,19.0000
task-363,8,16.0000
task-364,8,16.0000
task-365,9,24.28000000
task-366,9,11.14700000
task-367,9,36.82000000
task-368,9,95.36000000
task-369,9,17.86000000
task-370,9,19.18000000
task-371,9,18.72000000
task-372,9,22.24000000
task-373,9,19.29000000
task-374,9,17.85000000
task-375,9,15.48000000
task-376,9,20.27000000
task-377,9,20.58000000
task-378,9,17.07000000
task-379,9,20.16000000
task-380,9,20.77000000
task-381,9,19.42000000
task-382,9,19.71000000
task-383,9,18.53000000
task-384,9,19.96000000
task-385,9,17.70000000
task-386,9,27.73000000
task-387,10,15.38000000
task-388,10,27.54000000
task-389,10,27.75000000
task-390,10,35.18000000
task-391,10,30.15000000
task-392,10,16.41000000
task-393,10,14.98000000
task-394,10,15.37000000
task-395,10,15.44000000
task-396,10,12.33000000
task-397,10,18.19000000
task-398,10,24.71000000
task-399,10,20.57000000
task-400,10,17.80000000
task-401,10,14.78000000
task-402,10,17.81000000
task-403,10,14.0000
task-404,10,18.0000
task-405,11,14.94000000
task-406,11,35.33000000
task-407,11,35.69000000
task-408,11,23.34000000
task-409,11,14.95000000
task-410,11,15.20000000
task-411,11,14.84000000
task-412,11,17.25000000
task-413,11,14.62000000
task-414,11,24.17000000
task-415,11,14.80000000
task-416,11,17.76000000
task-417,11,15.68000000
task-418,11,22.37000000
task-419,11,17.91000000
task-420,11,14.57000000
task-421,11,14.82000000
task-422,11,20.00000000
task-423,11,17.49000000
task-424,11,17.58000000
task-425,11,14.74000000
task-426,11,17.51000000
task-427,11,19.0000
task-428,11,17.0000
task-429,11,16.0000
task-430,11,16.0000
task-431,11,20.0000
task-432,11,14.0000
task-433,12,20.42000000
task-434,12,35.59000000
task-435,12,17.62000000
task-436,12,39.16000000
task-437,12,30.61000000
task-438,12,27.71000000
task-439,12,27.42000000
task-440,12,28.03000000
task-441,12,27.67000000
task-442,12,14.38000000
task-443,12,27.47000000
task-444,12,33.82000000
task-445,12,19.09000000
task-446,12,17.39000000
task-447,12,15.26000000
task-448,12,25.42000000
task-449,12,39.70000000
task-450,12,39.89000000
task-451,12,17.38000000
task-452,12,20.60000000
task-453,12,36.18000000
task-454,12,16.0000
task-455,12,25.0000
task-456,13,21.55000000
task-457,13,37.03000000
task-458,13,21.54000000
task-459,13,20.57000000
task-460,13,20.47000000
task-461,13,21.72000000
task-462,13,21.65000000
task-463,13,22.36000000
task-464,13,17.92000000
task-465,13,20.92000000
task-466,13,15.52000000
task-467,13,21.32000000
task-468,13,17.38000000
task-469,13,17.74000000
task-470,13,15.31000000
task-471,13,17.92000000
task-472,13,39.53000000
task-473,13,36.44000000
task-474,13,14.98000000
task-475,13,21.90000000
task-476,13,14.0000
task-477,13,16.0000
task-478,13,16.0000
task-479,13,14.0000
task-480,13,14.0000
task-481,13,18.0000
task-482,13,24.0000
task-483,13,22.0000
task-484,13,19.0000
task-485,13,18.0000
task-486,14,15.76000000
task-487,14,26.93000000
task-488,14,20.48000000
task-489,14,19.37000000
task-490,14,18.09000000
task-491,14,21.70000000
task-492,14,17.56000000
task-493,14,21.42000000
task-494,14,18.82000000
task-495,14,17.0000
task-496,14,21.0000
task-497,14,15.0000
task-498,14,17.0000
task-499,14,16.0000
task-500,14,16.0000
task-501,14,20.0000
task-502,14,20.0000
task-503,14,17.0000
task-504,14,14.0000
task-505,14,20.0000
task-506,14,20.0000
task-507,14,20.0000
task-508,14,20.0000
task-509,14,21.0000
task-510,15,46.19000000
task-511,15,51.73000000
task-512,15,14.97000000
task-513,15,16.19000000
task-514,15,45.09000000
task-515,15,30.26000000
task-516,15,30.34000000
task-517,15,19.0000
task-518,15,15.0000
task-519,15,15.0000
task-520,15,18.0000
task-521,16,14.94000000
task-522,16,29.59000000
task-523,16,20.13000000
task-524,16,24.07000000
task-525,16,20.91000000
task-526,16,12.14000000
task-527,16,52.17000000
task-528,16,13.0000
task-529,16,14.0000
task-530,17,15.92000000
task-531,17,15.07000000
task-532,17,19.32000000
task-533,17,12.44000000
task-534,17,16.0000
task-535,17,23.0000
task-536,17,15.0000
task-537,18,36.31000000
task-538,18,27.49000000
task-539,18,15.10000000
task-540,18,29.0000
task-541,19,18.80000000
task-542,19,37.77000000
task-543,19,21.79000000
task-544,19,26.96000000
task-545,19,14.0000
task-546,20,15.22000000
task-547,20,20.96000000
task-548,20,20.0000
task-549,20,19.0000
task-550,21,15.13000000
task-551,21,18.64000000
task-552,21,17.96000000
task-553,21,19.0000
task-554,21,20.0000
task-555,22,18.11000000
task-556,22,16.0000
task-557,22,16.0000
task-558,22,16.0000
task-559,23,20.11000000
task-560,23,16.0000
task-561,24,18.34000000
task-562,25,39.25000000
task-563,26,18.31000000
task-564,26,12.85000000
task-565,26,19.0000
task-566,27,18.39000000
task-567,27,18.69000000
task-568,27,20.29000000
task-569,27,14.96000000
task-570,27,14.80000000
task-571,27,15.21000000
task-572,27,14.76000000
task-573,27,14.79000000
task-574,27,18.23000000
task-575,27,14.88000000
task-576,27,12.31000000
task-577,27,25.0000
task-578,28,24.39000000
task-579,28,15.35000000
task-580,28,21.60000000
task-581,28,15.68000000
task-582,28,17.57000000
task-583,28,21.80000000
task-584,28,15.73000000
task-585,28,14.15000000
task-586,28,16.12000000
task-587,28,19.0000
task-588,28,18.0000
task-589,28,14.0000
task-590,28,19.0000
task-591,28,20.0000
task-592,28,19.0000
task-593,28,18.0000
task-594,28,14.0000
task-595,29,21.70000000
task-596,29,15.23000000
task-597,29,20.85000000
task-598,29,18.33000000
task-599,29,17.42000000
task-600,29,18.44000000
task-601,29,24.29000000
task-602,29,13.0000
task-603,29,16.0000
task-604,29,13.0000
task-605,30,17.73000000
task-606,30,16.37000000
task-607,30,14.95000000
task-608,30,14.86000000
task-609,30,14.80000000
task-610,30,23.97000000
task-611,30,13.0000
task-612,30,16.0000
task-613,31,25.95000000
task-614,31,15.26000000
task-615,31,17.02000000
task-616,31,18.22000000
task-617,31,26.31000000
task-618,31,26.50000000
task-619,31,18.0000
task-620,31,20.0000
task-621,32,23.25000000
task-622,32,17.61000000
task-623,32,20.91000000
task-624,32,16.0000
task-625,32,16.0000
task-626,32,14.0000
task-627,32,13.0000
task-628,33,26.63000000
task-629,33,17.90000000
task-630,33,13.0000
task-631,33,14.0000
task-632,33,16.0000
task-633,34,29.90000000
task-634,34,14.0000
task-635,35,24.42000000
task-636,36,21.0000
